"Date","Time","Hour","High_Facebook","High_Shopify","High_Beyond_Meat","High_Netflix","High_Pinterest","High_Sqaure","High_The_Trade_Desk","High_Okta","High_Snap","High_Datadog"
"2020-05-14","12:26:00","12","203.5350036621","747.6099853516","136.8475952148","437.3526000977","16.7250003815","75.0999984741","290.1799926758","177.0299987793","16.7299995422","63.9949989319"
"2020-05-14","12:15:00","12","203.25","746.2100219727","136.8899993896","436.0","16.6749992371","75.4300003052","290.6000061035","176.7700042725","16.7299995422","63.1199989319"
"2020-05-14","12:07:00","12","202.9299926758","745.8798828125","135.9886932373","435.7898864746","16.6399993896","75.0800018311","289.299987793","176.7299957275","16.6900005341","63.1899986267"
"2020-05-14","12:03:00","12","202.7350006104","745.0100097656","136.625","435.3200073242","16.6200008392","74.9899978638","289.9700012207","177.4100036621","16.6900005341","63.2400016785"
"2020-05-14","12:28:00","12","203.5299987793","748.2399902344","136.3600006104","438.1600036621","16.7199993134","75.0693969727","290.5","177.0500030518","16.7199993134","64.0899963379"
"2020-05-14","12:43:00","12","203.7299957275","748.2205200195","136.5200042725","438.5650024414","16.8700008392","75.9800033569","292.2200012207","178.3399963379","16.8199996948","64.3799972534"
"2020-05-14","12:00:00","12","203.1499938965","746.4998779297","136.1600036621","434.6465148926","16.5699996948","75.0299987793","290.8399963379","177.5149993896","16.7099990845","63.6699981689"
"2020-05-14","12:25:00","12","203.75","749.5","137.2559967041","437.8099975586","16.7600002289","75.1800003052","291.3099975586","177.1600036621","16.7399997711","63.7099990845"
"2020-05-14","12:58:00","12","204.8200073242","754.0999755859","138.1999969482","440.1300048828","17.0049991608","76.5699996948","294.174987793","178.6799926758","16.9599990845","64.6200027466"
"2020-05-14","12:12:00","12","203.0700073242","745.583984375","136.4100036621","435.8500061035","16.7000007629","75.6241989136","289.5700073242","176.9772033691","16.7099990845","63.2000007629"
"2020-05-14","12:29:00","12","203.4799957275","748.0900268555","136.3000030518","438.2977905273","16.7250003815","75.0609970093","290.3999938965","177.0848999023","16.7199993134","64.0599975586"
"2020-05-14","12:06:00","12","202.8800048828","745.6400146484","136.3099975586","435.8399963379","16.6049995422","75.1399993896","290.2312927246","176.8950042725","16.6998996735","63.0499992371"
"2020-05-14","12:08:00","12","202.8800048828","745.5100097656","135.9199981689","435.450012207","16.6299991608","75.0500030518","288.7300109863","176.7299957275","16.6800003052","63.1800003052"
"2020-05-14","12:49:00","12","204.0200042725","749.3298950195","136.429901123","438.0299987793","16.8500003815","76.0999984741","291.8999938965","178.3399963379","16.8299999237","64.0199966431"
"2020-05-14","12:11:00","12","202.8699951172","745.5999145508","136.0910949707","435.5100097656","16.6434001923","75.3700027466","288.8517150879","176.9100036621","16.7099990845","63.0400009155"
"2020-05-14","12:53:00","12","204.7799987793","753.700012207","137.2799987793","439.6169128418","16.9599990845","76.6399993896","293.266998291","178.8200073242","16.875","64.6500015259"
"2020-05-14","12:59:00","12","204.9277954102","754.1300048828","137.9700012207","440.3399963379","17.0200004578","76.75","293.700012207","178.4600067139","16.9300003052","64.6900024414"
"2020-05-14","12:45:00","12","203.8800048828","748.6544189453","136.4900054932","437.7900085449","16.8400001526","75.9400024414","292.0799865723","177.9700012207","16.8250007629","64.1499023438"
"2020-05-14","12:33:00","12","203.8699951172","748.1799926758","136.7140045166","438.7069091797","16.8283004761","75.4700012207","291.5899047852","177.5500030518","16.7019004822","63.8699989319"
"2020-05-14","12:04:00","12","202.9900054932","746.0004882812","136.5","435.8716125488","16.6599998474","75.1800003052","290.3500061035","177.1600036621","16.7049999237","63.2598991394"
"2020-05-14","12:37:00","12","203.8672943115","748.0","137.3600006104","438.9551086426","16.8700008392","75.7399978638","292.3099975586",,"16.7250003815","64.0"
"2020-05-14","12:09:00","12","202.8200073242","745.0830078125","135.93359375","435.2799987793","16.6200008392","75.0500030518","288.799987793","176.8600006104","16.6949996948","62.9799995422"
"2020-05-14","12:56:00","12","205.1000061035","753.7100219727","138.0","440.2099914551","17.0289993286","76.6800003052","294.4823913574","179.0","16.9799995422","64.6699981689"
"2020-05-14","12:22:00","12","203.6499938965","749.3599853516","137.4799957275","438.1799926758","16.75","75.3099975586","291.6300048828","177.4149932861","16.7700004578","63.7000007629"
"2020-05-14","12:48:00","12","203.9499969482",,"136.349899292","437.8099975586","16.8299999237","76.0999984741","291.6099853516","178.3399963379","16.8299999237","64.0459976196"
"2020-05-14","12:10:00","12","202.8999938965","745.0100097656","136.0500030518","435.200012207","16.6200008392","75.1600036621","288.8299865723","176.7799987793","16.7049999237","63.0999984741"
"2020-05-14","12:50:00","12","204.0800018311","750.5598754883","136.6199951172","438.200012207","16.8600006104","76.1399993896","291.5950012207","178.1997070312","16.8099994659","63.9099998474"
"2020-05-14","12:46:00","12","203.8500061035","747.9298706055","136.362701416","437.75","16.8250007629","76.1800003052","291.6300048828",,"16.8150005341","64.1299972534"
"2020-05-14","12:31:00","12","203.6000061035","748.2750244141","136.7200012207","438.8500061035","16.7700004578","75.2900009155","290.4363098145","176.9649963379","16.7099990845","63.8884010315"
"2020-05-14","12:16:00","12","203.150100708","745.4349975586","136.7100067139","435.9400024414","16.6550006866","75.2600021362","290.6098937988","176.6100006104","16.7199993134","63.0999984741"
"2020-05-14","12:52:00","12","204.8200073242","754.0","137.3000030518","439.5599975586","16.9400005341","76.6299972534","293.4599914551","178.6499938965","16.8799991608","64.6999969482"
"2020-05-14","12:20:00","12","203.3800048828","747.299987793","136.8899993896","436.8850097656","16.6599998474","75.1200027466","291.0797119141","177.0549926758","16.7600002289","63.4300003052"
"2020-05-14","12:42:00","12","203.8049926758","748.8599243164","136.8489990234","438.6499938965","16.8500003815","75.9499969482","292.2898864746","178.1750030518","16.8199996948","64.3700027466"
"2020-05-14","12:36:00","12","203.9299926758","748.0","137.2830047607","438.950012207","16.8500003815","75.7341995239","292.3500061035","177.716003418","16.7080001831","64.0"
"2020-05-14","12:57:00","12","205.0800018311","754.1599731445","138.2400054932","440.3299865723","17.0400009155","76.7099990845","294.5","179.0050048828","16.9899997711","64.6886978149"
"2020-05-14","12:30:00","12","203.5079956055","748.3276977539","136.4700012207","438.6000061035","16.75","75.1149978638","290.9700012207","177.1999969482","16.7350006104","63.9700012207"
"2020-05-14","12:23:00","12","203.8000030518","749.3800048828","137.7062988281","438.299987793","16.7700004578","75.2600021362","291.2247009277","177.3699951172","16.7649993896","63.7999992371"
"2020-05-14","12:34:00","12","203.8598022461","747.9299926758","136.8800048828","438.6430053711","16.8299999237","75.4699020386","291.7450866699","177.4299926758","16.7057991028","63.8100013733"
"2020-05-14","12:19:00","12","203.25","745.7843017578","136.6699981689","436.200012207","16.6499996185","75.1200027466","290.950012207","176.6399993896","16.7399997711","63.0900001526"
"2020-05-14","12:18:00","12","203.2799987793","745.6199951172","136.6499023438","435.8800048828","16.6700000763","75.2099990845","290.9400024414","176.8753967285","16.7299995422","63.0899009705"
"2020-05-14","12:32:00","12","203.7899932861","748.3399047852","136.7700042725","438.7612915039","16.8199996948","75.4599990845","291.6400146484","177.3300018311","16.7150001526","63.8699989319"
"2020-05-14","12:41:00","12","203.8699035645","748.1599731445","137.0554962158","438.5400085449","16.875","75.841003418","292.2600097656","177.8500061035","16.7700004578","64.3300018311"
"2020-05-14","13:48:00","13","205.0149993896","752.3209838867","135.0200042725","441.5199890137","16.9050006866","77.1800003052","295.0899963379","176.9900054932","16.9099998474","63.5800018311"
"2020-05-14","13:19:00","13","204.25","754.5867919922","136.3600006104","439.1799926758","16.9400005341","76.5400009155","293.3999938965","177.4499969482","16.8999996185","63.9900016785"
"2020-05-14","13:10:00","13","204.5","753.2360229492","137.3500061035","439.9198913574","16.9300003052","76.5734024048","292.7900085449","177.7200012207","16.8950004578","64.1600036621"
"2020-05-14","13:35:00","13","205.1300048828","752.799987793","136.7299957275","440.2900085449","16.9200000763","76.75","294.1900024414","177.0599975586","16.9400005341","63.6150016785"
"2020-05-14","13:16:00","13","204.1999969482","754.0","136.4900054932","439.5599975586","16.8600006104","76.3426971436","292.9400024414","177.2949981689","16.8899993896","64.0999984741"
"2020-05-14","13:08:00","13","204.1499938965","752.1599731445","136.7400054932","439.7799987793","16.9099998474","76.4599990845","292.2799987793","177.9920043945","16.8549995422","64.2452011108"
"2020-05-14","13:20:00","13","204.3000030518","755.3150024414","136.8000030518","439.2900085449","16.9549999237","76.7099990845","294.0899963379","177.4100036621","16.9150009155","63.9799003601"
"2020-05-14","13:38:00","13","205.0590057373","753.9899902344","136.5","440.5885925293","16.9400005341","76.8499984741","294.8800048828","177.2200012207","16.9398994446","63.3800010681"
"2020-05-14","13:57:00","13","204.6699981689","750.0","134.8800048828","440.6127929688","16.8400001526","76.2699966431","294.6099853516","176.5899963379","16.8449993134","63.3499984741"
"2020-05-14","13:58:00","13","204.5899963379","749.6447753906","134.6000061035","440.7898864746","16.8449993134","76.0699996948","293.8099975586","176.5399932861","16.8199996948","63.0900001526"
"2020-05-14","13:51:00","13","204.8600006104","751.7399291992","134.6100006104","441.1449890137","16.8999996185","76.9000015259","294.6149902344","176.7299957275","16.8799991608","63.6349983215"
"2020-05-14","13:03:00","13","204.6900024414","755.0250244141","137.4100036621","440.75","16.9500007629","76.3000030518","293.75","178.5","16.8899993896","64.6500015259"
"2020-05-14","13:33:00","13","205.5","754.5676269531","137.6000061035","441.299987793","16.9768009186","77.0199966431","295.2573852539","177.4900054932","16.9750003815","63.7799987793"
"2020-05-14","13:07:00","13","204.2330932617","753.0999755859","136.9580993652","440.25","16.9200000763","76.4604034424","292.3478088379","178.1399993896","16.8799991608","64.3099975586"
"2020-05-14","13:12:00","13","204.4100036621","752.700012207","137.25","439.9195861816","16.9200000763","76.5500030518","292.679901123","177.7554016113","16.8850002289","64.1800003052"
"2020-05-14","13:46:00","13","204.9299926758","752.5999145508","135.3899993896","441.299987793","16.8999996185","77.1600036621","294.799987793","177.0","16.8899993896","63.5400009155"
"2020-05-14","13:15:00","13","204.2528991699","753.6900024414","136.6799926758","439.6998901367","16.875","76.4499969482","293.6900024414","177.5299987793","16.8999996185","64.0"
"2020-05-14","13:31:00","13","205.5","755.3599853516","137.5","441.4599914551","17.0149993896","77.1100006104","296.0","177.4940948486","17.0","64.0"
"2020-05-14","13:52:00","13","204.8200073242","751.2498779297","134.9998931885","440.9700012207","16.8899993896","76.8199996948","294.8200073242","176.6499938965","16.8850002289","63.6399993896"
"2020-05-14","13:09:00","13","204.1999053955","752.1300048828","136.879699707","439.5299072266","16.9099998474","76.4749984741","292.2699890137","177.7113037109","16.8680992126","64.2499008179"
"2020-05-14","13:05:00","13","204.25","753.3499755859","137.1210021973","440.4800109863","16.9099998474","76.2699966431","292.1849975586","178.1060028076","16.8799991608","64.2300033569"
"2020-05-14","13:47:00","13","204.9600067139","752.0111083984","134.9716033936","441.5","16.9099998474","77.0899963379","294.5","176.8999938965","16.8950004578","63.5099983215"
"2020-05-14","13:36:00","13","204.9799957275","752.5173950195","136.4900054932","439.950012207","16.8999996185","76.6399993896","293.8699951172","176.8502044678","16.9300003052","63.3100013733"
"2020-05-14","13:41:00","13","204.8699951172","752.6400146484","136.0475006104","440.125","16.8649997711","76.8249969482","294.3900146484","176.7660064697","16.8799991608","63.2400016785"
"2020-05-14","13:55:00","13","204.9239959717","751.2399902344","135.2333984375","441.3898925781","16.9050006866","76.579498291","295.4715881348","176.6199951172","16.8999996185","63.6399993896"
"2020-05-14","13:50:00","13","205.0567932129","752.1099853516","134.8898925781","441.7149963379","16.9099998474","77.0299987793","295.4132080078","176.8000030518","16.8999996185","63.6599998474"
"2020-05-14","13:02:00","13","204.8699951172","755.3900146484","137.4649963379","440.6799926758","16.9750003815","76.3600006104","293.9841918945","178.5","16.9050006866","65.0"
"2020-05-14","13:49:00","13","205.0800018311","752.481628418","135.0899963379","441.7799987793","16.9249992371","77.1200027466","295.2940063477","176.9700012207","16.9099998474","63.5903015137"
"2020-05-14","13:21:00","13","204.3200073242","755.799987793","137.1000061035","439.4899902344","16.9650001526","76.7600021362","294.5700073242","177.5099945068","16.9398994446","64.2099990845"
"2020-05-14","13:28:00","13","204.8000030518","754.9799194336","136.8999938965","439.8999938965","16.9850006104","76.9800033569","294.9700012207","177.1600036621","16.9430999756","63.6100006104"
"2020-05-14","13:53:00","13","204.7599945068","750.6400146484","135.1499938965","440.8500061035","16.875","76.6999969482","294.4390869141","176.2899932861","16.8600006104","63.6500015259"
"2020-05-14","13:14:00","13","204.2700042725","752.6989746094","136.8946990967","439.7059020996","16.9300003052","76.5199966431","293.4136047363","177.6199035645","16.8799991608","64.2200012207"
"2020-05-14","13:39:00","13","205.0198974609","754.1187744141","136.4190979004","440.2799987793","16.9200992584","76.8499984741","294.4800109863","177.1383056641","16.9200000763","63.2900009155"
"2020-05-14","13:40:00","13","204.9859924316","753.9650268555","136.2899932861","440.4800109863","16.9150009155","76.8399963379","294.4399108887","176.9649963379","16.8999996185","63.2999992371"
"2020-05-14","13:29:00","13","204.9299926758","754.3735961914","136.9700012207","440.3788146973","17.0100002289","76.9625015259","295.0","177.1349945068","16.9549999237","63.5999984741"
"2020-05-14","13:54:00","13","204.7949981689","750.2399902344","135.1999969482","441.1199951172","16.8899993896","76.6500015259","295.1998901367","176.3899993896","16.875","63.6399993896"
"2020-05-14","13:00:00","13","204.9499969482","755.7598876953","137.7899017334","440.5400085449","17.0100002289","76.75","294.1440124512","178.3899993896","16.9349994659","64.7901000977"
"2020-05-14","13:26:00","13","204.8000030518","754.8400268555","136.9199981689","440.0599975586","17.0300006866","77.0462036133","294.6000061035","177.4523010254","16.9400005341","63.6199989319"
"2020-05-14","13:30:00","13","205.349899292","754.8444213867","137.1499938965","441.2699890137","17.0249996185","77.0999984741","295.4100036621","177.4299926758","16.9899997711","63.7299003601"
"2020-05-14","13:44:00","13","204.8500061035","753.1115722656","136.1504058838","440.5700073242","16.8558006287","76.8899993896","294.4750061035","177.0","16.8649997711","63.5699996948"
"2020-05-14","13:56:00","13","204.7700042725","750.9000244141","135.25","441.0799865723","16.8850002289","76.4499969482","294.7699890137","176.6999969482","16.8799991608","63.5600013733"
"2020-05-14","13:27:00","13","204.8300018311","754.6428222656","136.9799957275","440.0799865723","17.0200004578","77.0999984741","294.9684143066","177.3699951172","16.9500007629","63.4799995422"
"2020-05-14","13:42:00","13","204.8999938965","752.4824829102","136.3000030518","439.9898986816","16.8500003815","76.7600021362","294.5","176.8500061035","16.8799991608","63.2200012207"
"2020-05-14","13:34:00","13","205.3099975586","753.600402832","136.9400024414","440.9598999023","16.9500007629","76.9000015259","294.5950012207","177.2100067139","16.9599990845","63.7599983215"
"2020-05-14","13:25:00","13","204.6896972656","754.3599853516","136.9499969482","440.0700073242","16.9799995422","76.9800033569","294.6700134277","177.2299957275","16.9300003052","63.6199989319"
"2020-05-14","13:24:00","13","204.2200012207","754.3399047852","136.5","439.3399963379","16.9449996948","76.7200012207","294.3699951172","177.3000030518","16.9081001282","63.7900009155"
"2020-05-14","13:22:00","13","204.3898925781","755.3400268555","137.099899292","439.3399963379","16.9699993134","76.7600021362","294.2699890137","177.4600067139","16.9200000763","64.2799987793"
"2020-05-14","13:43:00","13","204.8251953125","752.9699707031","136.25","440.2098999023","16.8600006104","76.8099975586","294.7155151367","177.0196075439","16.8899993896","63.2900009155"
"2020-05-14","13:37:00","13","204.8899993896","752.5800170898","136.3899993896","439.9750061035","16.9050006866","76.6399993896","294.299987793","176.9900054932","16.9099998474","63.4199981689"
"2020-05-14","13:01:00","13","205.0","755.8200073242","137.6199951172","440.8999938965","16.9911994934","76.5999984741","294.3898925781","178.4181976318","16.9249992371","64.8000030518"
"2020-05-14","13:59:00","13","204.6000061035","749.3699951172","134.6398010254","440.4760131836","16.7999992371","76.0299987793","293.4899902344","176.5200042725","16.8199996948","63.0900001526"
"2020-05-14","13:13:00","13","204.3500061035","752.5399169922","137.1000061035","439.7520141602","16.9200000763","76.5100021362","293.4899902344","177.6199951172","16.8799991608","64.1800003052"
"2020-05-14","13:06:00","13","204.2599945068","753.2249755859","137.1499938965","440.2699890137","16.8999996185","76.4000015259","292.6300048828","178.2100067139","16.8850002289","64.2300033569"
"2020-05-14","13:11:00","13","204.4199981689","752.8900146484","137.3195037842","439.8299865723","16.9200000763","76.5299987793","292.9599914551","177.8399963379","16.8799991608","64.1900024414"
"2020-05-14","13:17:00","13","204.2799987793","754.450012207","136.5","439.6470947266","16.8962993622","76.5100021362","293.2300109863","177.4299926758","16.9099998474","64.0989990234"
"2020-05-14","13:32:00","13","205.6399993896","754.5800170898","137.5399932861","441.200012207","16.9782009125","77.0899963379","295.2600097656","177.4400024414","16.9699993134","63.8300018311"
"2020-05-14","13:18:00","13","204.1820068359","754.2479248047","136.4600067139","439.3640136719","16.8999996185","76.5299987793","292.8399963379","177.37109375","16.8899993896","64.0400009155"
"2020-05-14","13:23:00","13","204.3699951172","755.125","136.7512969971","439.5299987793","16.9599990845","76.8199996948","294.7499084473","177.4299926758","16.9150009155","64.1100006104"
"2020-05-14","13:04:00","13","204.4600067139","753.9517822266","137.3683013916","440.5599975586","16.9363002777","76.2373962402","292.4100036621","178.3300018311","16.8899993896","64.5199966431"
"2020-05-14","13:45:00","13","204.849899292","751.9326171875","135.8000030518","440.799987793","16.8600006104","76.9700012207","294.6600036621","177.0500030518","16.8549995422","63.4399986267"
"2020-05-14","14:08:00","14","204.4299926758","748.4262084961","134.8099975586","439.4299926758","16.8250007629","76.125","292.700012207","176.6799926758","16.7900009155","63.0999984741"
"2020-05-14","14:40:00","14","204.1900024414","746.5900268555","134.6347961426","439.4299926758","16.7999992371","76.3600006104","292.5456848145","177.2100067139","16.8199996948","63.2299995422"
"2020-05-14","14:48:00","14","203.6950073242","747.9105224609","134.8000030518","438.8500061035","16.75","76.7397003174","293.1893920898","177.3500061035","16.8250007629","64.1299972534"
"2020-05-14","14:09:00","14","204.4299926758","748.2600097656","135.0","439.3599853516","16.8250007629","76.0999984741","292.4150085449","176.7299957275","16.7800006866","63.1150016785"
"2020-05-14","14:46:00","14","203.9100036621","747.7440185547","134.9799957275","438.9800109863","16.7800006866","76.6697998047","292.8689880371","177.5010070801","16.8299999237","63.8599014282"
"2020-05-14","14:38:00","14","204.3500061035","747.0700073242","134.4900054932","439.8200073242","16.8199996948","76.3000030518",,"177.0800018311","16.8349990845","63.0699996948"
"2020-05-14","14:13:00","14","204.5200042725","751.2830200195","135.345703125","439.7799987793","16.8700008392","76.3499984741","293.8399963379","177.0299987793","16.7900009155","63.0583992004"
"2020-05-14","14:06:00","14","204.2299957275","748.4099731445","134.3899993896","439.0397949219","16.7700004578","75.8600006104","291.5199890137","176.2599945068","16.7350006104","63.0798988342"
"2020-05-14","14:10:00","14","204.3800048828","748.9306030273","135.0","439.4400024414","16.8281993866","76.0800018311","292.8099975586","176.8350067139","16.7800006866","63.0858001709"
"2020-05-14","14:43:00","14","203.7899932861","746.0599975586","134.3999938965","438.8200073242","16.7399997711","76.2099990845","292.0700073242","177.0599975586","16.7849998474","63.3800010681"
"2020-05-14","14:11:00","14","204.4669952393","749.3994140625","135.3699951172","439.5899963379","16.8682003021","76.0999984741","292.549987793","177.0","16.7999992371","63.0999984741"
"2020-05-14","14:50:00","14","203.5599975586","747.3798828125","134.7369995117","438.75","16.7450008392","76.6999969482","293.0","177.2799987793","16.8099994659","63.9500007629"
"2020-05-14","14:36:00","14","204.3200073242","745.0360107422","134.5599060059","439.4400024414","16.8199996948","76.3099975586","292.8599853516","177.0350036621","16.8199996948","63.0900001526"
"2020-05-14","14:20:00","14","204.7299957275","749.3610229492","134.81199646","440.7799987793","16.8798999786","76.4100036621","293.2300109863","177.3000030518","16.7999992371","63.1100006104"
"2020-05-14","14:41:00","14","204.0200042725","746.2600097656","134.358001709","439.2398986816","16.7700004578","76.3099975586","292.2900085449","177.0899963379","16.8099994659","63.1999015808"
"2020-05-14","14:55:00","14","203.9799041748","750.2600097656","135.1799926758","439.5199890137","16.8600006104","77.0100021362","294.1099853516","177.6199951172","16.8899993896","63.9500007629"
"2020-05-14","14:12:00","14","204.5500030518","751.2299804688","135.7301025391","439.7699890137","16.8899993896","76.2799987793","293.549987793","177.0299987793","16.8099994659","63.1300010681"
"2020-05-14","14:37:00","14","204.3500061035","746.9962158203","134.3500061035","439.825012207","16.8299999237","76.3099975586","293.4100036621","177.0099945068","16.8299999237","63.0999984741"
"2020-05-14","14:04:00","14","204.4400024414","749.7628173828","134.4358062744","439.6900024414","16.8099994659","75.8799972534","291.9700012207","176.4299926758","16.789899826","63.1734008789"
"2020-05-14","14:49:00","14","203.6699981689","747.7650146484","134.8970031738","438.7900085449","16.7590999603","76.7399978638","293.3210144043","177.3493041992","16.8250007629","63.9599990845"
"2020-05-14","14:02:00","14","204.2899932861","748.0599975586","134.3000030518","439.8149108887","16.7350006104","75.6800003052","291.700012207","176.2799987793","16.7600002289","63.0787010193"
"2020-05-14","14:33:00","14","204.7700042725","746.8400268555","135.2799987793","441.0100097656","16.7950000763","76.5800018311","294.3699951172","177.7100067139","16.8400001526","63.0400009155"
"2020-05-14","14:51:00","14","203.7200012207","748.3698730469","134.9700012207","439.2898864746","16.7763004303","76.75","293.5","177.3000030518","16.8500003815","63.9799995422"
"2020-05-14","14:14:00","14","204.4900054932","751.1013793945","135.2299957275","439.8299865723","16.8649997711","76.3600006104","293.6512145996","177.0","16.7900009155","63.0499992371"
"2020-05-14","14:05:00","14","204.3300018311","748.7098999023","134.4199981689","439.6099853516","16.7900009155","75.8300018311","291.5100097656","176.2550048828","16.7600002289","63.1699981689"
"2020-05-14","14:19:00","14","204.5670928955","748.8471069336","134.7400054932","440.4200134277","16.8649997711","76.2600021362","292.9100036621","177.0","16.7800006866","63.1300010681"
"2020-05-14","14:53:00","14","203.8200073242","750.4600219727","135.25","439.8900146484","16.8199996948","76.9800033569","293.2200927734","177.5249938965","16.8850002289","64.0"
"2020-05-14","14:34:00","14","204.5099945068","745.5236816406","135.1600036621","440.2399902344","16.7900009155","76.4000015259","293.2799987793","177.4400024414","16.8199996948","62.9599990845"
"2020-05-14","14:15:00","14","204.6853027344","751.75","135.3065032959","440.5356140137","16.8899993896","76.4300003052","293.8999938965","177.2299957275","16.8150005341","63.1699981689"
"2020-05-14","14:29:00","14","204.9850006104","747.9390258789","135.0","441.3999938965","16.8349990845","76.5899963379","294.0899047852","177.6150054932","16.8400001526","63.0800018311"
"2020-05-14","14:39:00","14","204.1813049316","745.8499755859","134.6295928955","439.3200073242","16.7900009155","76.1949996948","292.8099975586","177.0099945068","16.8099994659","63.1100006104"
"2020-05-14","14:32:00","14","204.8899993896","746.6199951172","135.5899963379","441.0","16.8299007416","76.6050033569","294.5","177.8099975586","16.8600006104","63.0900001526"
"2020-05-14","14:17:00","14","204.5800018311","750.5399780273","135.0","440.8399963379","16.8899993896","76.4598999023","293.7950134277","177.1000061035","16.8199996948","63.2400016785"
"2020-05-14","14:35:00","14","204.3200073242","744.799987793","134.7400054932","439.7799987793","16.7849998474","76.375","292.799987793","177.0099945068","16.8199996948","62.9300003052"
"2020-05-14","14:30:00","14","204.9799957275","747.8292236328","135.5299987793","441.4400024414","16.8386993408","76.6500015259","294.0","177.5500030518","16.8600006104","63.0400009155"
"2020-05-14","14:01:00","14","204.4051055908","748.1099243164","134.7599945068","440.3099975586","16.7450008392","75.8050003052","292.0","176.3099975586","16.7900009155","63.0999984741"
"2020-05-14","14:03:00","14","204.3600006104","748.924987793","134.1900024414","439.700012207","16.7700004578","75.7199020386","291.75","176.3399963379","16.7649993896","63.0"
"2020-05-14","14:22:00","14","204.9199981689","749.4337158203","135.1499938965","440.6900024414","16.9050006866","76.4499969482","293.1000061035","177.3300018311","16.8250007629","63.1100006104"
"2020-05-14","14:45:00","14","203.9151000977","747.8599243164","134.9700012207","439.0","16.7700004578","76.6399993896","293.0","177.2599945068","16.8199996948","63.6699981689"
"2020-05-14","14:24:00","14","204.6499938965","748.8800048828","135.1000061035","440.8999938965","16.875","76.5500030518","293.8900146484","177.4199981689","16.8400001526","63.1100006104"
"2020-05-14","14:21:00","14","204.9349975586","749.7100219727","134.8600006104","440.7200012207","16.9050006866","76.4700012207","293.4700012207","177.3600006104","16.8299999237","63.1100006104"
"2020-05-14","14:18:00","14","204.5800018311","749.950012207","135.0099945068","440.6849975586","16.8850002289","76.4163970947","293.3800048828","177.0299987793","16.8050003052","63.1699981689"
"2020-05-14","14:25:00","14","204.7100067139","748.9299926758","134.8684997559","441.1700134277","16.8899993896","76.5699996948","294.200012207","177.5299987793","16.8598995209","63.1094017029"
"2020-05-14","14:54:00","14","203.8600006104","750.5399169922","135.2200012207","439.7900085449","16.8400001526","77.0199966431","293.8099975586","177.5500030518","16.8899993896","63.9513015747"
"2020-05-14","14:44:00","14","203.9600067139","747.0700073242","134.5","439.1499938965","16.7900009155","76.4700012207","292.9200134277","177.1399993896","16.8250007629","63.4413986206"
"2020-05-14","14:58:00","14","204.2485046387","750.5","135.0299987793","439.950012207","16.8899993896","77.2200012207","295.5299072266","177.5299987793","16.9200000763","63.8800010681"
"2020-05-14","14:26:00","14","204.7100067139","748.7440795898","134.7599945068","441.3699951172","16.8862991333","76.5199966431","294.0100097656","177.3899993896","16.8500003815","63.0999984741"
"2020-05-14","14:42:00","14","203.8549957275","746.4598999023","134.25","438.6400146484","16.7399997711","76.25","291.9688110352","177.1199951172","16.7950000763","63.3199996948"
"2020-05-14","14:56:00","14","204.125","750.799987793","135.1499938965","439.6300048828","16.8549995422","77.0100021362","294.7247924805","177.5","16.8950004578","63.8199996948"
"2020-05-14","14:31:00","14","204.8099975586","747.3499145508","135.7100067139","441.1300048828","16.8349990845","76.5699996948","294.2699890137","177.4600067139","16.8425006866","63.0299987793"
"2020-05-14","14:23:00","14","204.7400054932","749.1799926758","135.2299957275","441.0","16.8899993896","76.5599975586","293.5","177.4600067139","16.8349990845","63.1100006104"
"2020-05-14","14:00:00","14","204.5299987793","748.625","134.7783050537","440.5199890137","16.7849998474","75.9400024414","292.7898864746","176.5549926758","16.8050003052","63.1898994446"
"2020-05-14","14:59:00","14","204.2700042725","750.4354248047","135.0","439.8800048828","16.8652000427","77.2600021362","295.7699890137","177.6100006104","16.9099998474","63.9500007629"
"2020-05-14","14:27:00","14","204.7200012207","748.700012207","134.6000061035","441.3900146484","16.8850002289","76.5879974365","294.1000061035","177.4850006104","16.8500003815","63.0800018311"
"2020-05-14","14:47:00","14","203.8699951172","747.5264282227","134.9161071777","438.9599914551","16.7476997375","76.6753997803","292.9100036621","177.3600006104","16.8099994659","63.9199981689"
"2020-05-14","14:28:00","14","204.9100036621","748.0","134.7373046875","441.25","16.8349990845","76.5298995972","293.6799926758","177.5200042725","16.8299999237","63.0400009155"
"2020-05-14","14:07:00","14","204.2400054932","748.0","134.4799957275","439.4899902344","16.7999992371","75.8850021362","291.4132080078","176.4062957764","16.7600002289","63.0"
"2020-05-14","14:52:00","14","203.8099975586","750.2197875977","135.2400054932","439.700012207","16.8199996948","76.9300003052","294.0","177.3500061035","16.875","63.9850006104"
"2020-05-14","14:57:00","14","204.2700042725","751.799987793","135.1999969482","440.1499938965","16.8999996185","77.1800003052","295.549987793","177.6950073242","16.9200000763","63.8899002075"
"2020-05-14","14:16:00","14","204.5599975586","751.3549804688","135.2799987793","440.4800109863","16.8850002289","76.3600006104","293.9400024414","177.1699981689","16.8099994659","63.2000007629"
"2020-05-14","15:21:00","15","204.6399993896","749.9498901367","134.5299987793","439.1000061035","16.9099998474","77.2764968872","296.0350036621","177.0800018311","16.8700008392","64.1999969482"
"2020-05-14","15:25:00","15","205.0299987793","751.108215332","135.0599975586","440.4899902344","16.9599990845","77.7099990845","297.2799987793","177.4799957275","16.9099998474","64.3799972534"
