"Date","Time","Hour","High_Facebook","High_Shopify","High_Beyond_Meat","High_Netflix","High_Pinterest","High_Sqaure","High_The_Trade_Desk","High_Okta","High_Snap","High_Datadog"
"2020-05-14","10:03:00","10","201.1100006104","742.2800292969","133.3999938965","444.5","15.9300003052","71.8799972534","283.5144042969","176.5975036621","16.5300998688","65.1302032471"
"2020-05-14","10:42:00","10","202.5599975586","744.2108154297","137.6199951172","442.9899902344","16.4449996948","74.2687988281","287.0849914551","177.0758056641","16.7900009155","63.8100013733"
"2020-05-14","10:18:00","10","201.6999969482","744.9931030273","136.0099945068","444.2099914551","16.2579994202","72.6800003052","286.7699890137","176.8600006104","16.6900005341","65.0500030518"
"2020-05-14","10:45:00","10","202.6600036621","744.0800170898","137.5800018311","443.5299987793","16.5300006866","74.4800033569","287.5100097656","176.8150024414","16.7950000763","63.6049995422"
"2020-05-14","10:53:00","10","203.3500061035","741.1500244141","138.7494049072","442.1726989746","16.6749992371","75.4300003052","290.0700073242","176.8200073242","16.9297008514","63.7999992371"
"2020-05-14","10:54:00","10","203.3300018311","742.950012207","138.7498931885","443.1700134277","16.6749992371","75.5599975586","290.0400085449","176.962097168","16.9300003052","63.7999992371"
"2020-05-14","10:27:00","10","202.7100067139","743.8198852539","137.5","444.1795959473","16.375","73.1999969482","287.1499938965","177.2498931885","16.7199993134","64.25"
"2020-05-14","10:28:00","10","202.5700073242","743.6359863281","137.6499938965","443.8598937988","16.3449993134","73.0699996948","286.5700073242","176.5800018311","16.7099990845","63.8499984741"
"2020-05-14","10:15:00","10","202.0899047852","748.8687133789","136.7498931885","445.9400024414","16.2404003143","72.8199996948","286.2113952637","177.0200042725","16.7099990845","65.9899978638"
"2020-05-14","10:38:00","10","202.7097015381","744.4000244141","138.9185028076","442.9200134277","16.5100002289","74.1600036621","287.25","177.0700073242","16.776599884","63.6300010681"
"2020-05-14","10:10:00","10","202.5","752.0","137.8399963379","446.049987793","16.25","73.0752029419","288.2300109863","177.8067932129","16.7399997711","66.5299987793"
"2020-05-14","10:43:00","10","202.5399932861","743.986328125","137.1900024414","443.0400085449","16.4899997711","74.1999969482","287.1199951172","177.2890014648","16.7999992371","63.8199996948"
"2020-05-14","10:35:00","10","201.9100036621","741.3049926758","139.3699951172","441.5700073242","16.3649997711","73.5100021362","285.1499938965","176.6049957275","16.6849994659","63.5800018311"
"2020-05-14","10:41:00","10","202.6898956299","745.1035766602","138.3600006104","442.8200073242","16.4799995422","74.2600021362","287.0","176.9598999023","16.7800006866","63.9399986267"
"2020-05-14","10:22:00","10","202.283203125","744.4948730469","137.4299926758","442.9349975586","16.3500003815","72.9599990845","286.8500061035","177.1699981689","16.7399997711","65.1600036621"
"2020-05-14","10:24:00","10","202.0399932861","745.4000244141","136.8200073242","442.9700012207","16.3400001526","72.849899292","286.5","177.2200012207","16.7299995422","64.8599014282"
"2020-05-14","10:13:00","10","202.2799072266","750.9896850586","137.179901123","445.0799865723","16.2099990845","73.0599975586","287.4140014648","177.3999938965","16.7049999237","66.1600036621"
"2020-05-14","10:33:00","10","202.1349945068","740.716796875","138.9700012207","441.4100036621","16.3700008392","73.5999984741","285.549987793","176.4700012207","16.6599998474","63.1790008545"
"2020-05-14","10:09:00","10","202.0899963379","750.950012207","136.6199951172","446.2980041504","16.2098007202","72.9100036621","287.9999084473","177.7299957275","16.7099990845","66.5500030518"
"2020-05-14","10:19:00","10","201.9799957275","745.6799926758","136.7899932861","444.2102050781","16.2999992371","72.7921981812","287.0621032715","177.7250061035","16.7199993134","65.1399993896"
"2020-05-14","10:21:00","10","202.1475982666","744.9050292969","137.6999969482","443.679901123","16.3400001526","73.0299987793","287.1799926758","177.3332977295","16.7299995422","65.4999008179"
"2020-05-14","10:40:00","10","202.8500061035","744.5728759766","138.3699951172","443.1293945312","16.5100002289","74.3229980469","287.0589904785","177.2299957275","16.8199996948","64.2900009155"
"2020-05-14","10:00:00","10","200.9779968262","739.0623168945","133.3686065674","443.4809875488","15.9399995804","71.6200027466","281.7749938965","176.0","16.5","65.4300003052"
"2020-05-14","10:37:00","10","202.4100036621","740.9899902344","139.3032989502","442.0799865723","16.4431991577","73.7900009155","286.424987793","176.7599945068","16.7399997711","63.6199989319"
"2020-05-14","10:48:00","10","202.9100036621","740.9799804688","137.1000061035","443.0400085449","16.5400009155","74.6350021362","287.3699951172","176.3800048828","16.7800006866","63.3100013733"
"2020-05-14","10:26:00","10","202.6399993896","745.0","137.5","444.1499938965","16.3924999237","72.9499969482","287.1924133301","177.1399993896","16.75","64.8337020874"
"2020-05-14","10:01:00","10","201.1499938965","741.5059814453","133.7671051025","444.4899902344","15.9899997711","71.8399963379","283.3999938965","176.1649932861","16.5300006866","65.6299972534"
"2020-05-14","10:06:00","10","201.6199951172","747.5093994141","135.5099945068","445.9890136719","16.0898990631","72.3499984741","285.5539855957","177.3049926758","16.6100006104","65.8199996948"
"2020-05-14","10:23:00","10","202.0500030518","744.3018798828","137.1900024414","441.8949890137","16.3400001526","72.8199996948","286.7699890137","177.1600036621","16.7399997711","64.9899978638"
"2020-05-14","10:12:00","10","202.5899963379","752.0","137.5","445.5","16.2063007355","73.0599975586","287.8999938965","177.3899993896","16.7250003815","66.1600036621"
"2020-05-14","10:07:00","10","201.7799987793","748.9000244141","135.3399963379","446.4700012207","16.1135005951","72.5599975586","286.5799865723","177.3600006104","16.6700000763","65.9400024414"
"2020-05-14","10:14:00","10","202.1199951172","748.5800170898","136.9299926758","445.1398925781","16.2450008392","72.9599990845","286.9299926758","177.0599975586","16.6900005341","65.6299972534"
"2020-05-14","10:59:00","10","202.9499969482","743.5800170898","137.75","441.3999023438","16.5750007629","75.5899963379","289.4899902344","177.0599975586","16.9057998657","64.4300003052"
"2020-05-14","10:51:00","10","203.0399932861","740.4600219727","138.1349945068","442.4349975586","16.6350002289","75.0999984741","289.049987793","176.7832946777","16.8199996948","63.7000007629"
"2020-05-14","10:11:00","10","202.3600006104","751.4199829102","138.0","445.9516906738","16.2399997711","73.0500030518","288.5","177.2299957275","16.7299995422","66.5"
"2020-05-14","10:44:00","10","202.3800048828","743.2800292969","137.1199951172","443.3330078125","16.4699993134","74.3000030518","286.9209899902","176.9299926758","16.7700004578","63.7599983215"
"2020-05-14","10:55:00","10","203.2949981689","743.0986938477","138.2729949951","443.179901123","16.6700000763","75.5199966431","290.0100097656","176.9700012207","16.8700008392","63.9799995422"
"2020-05-14","10:02:00","10","200.8399047852","738.0327148438","133.1100006104","443.6000061035","15.8999996185","71.5500030518","281.8900146484","175.7700042725","16.4899997711","65.429901123"
"2020-05-14","10:52:00","10","203.1399993896","739.9799804688","138.5","441.6646118164","16.6700000763","75.3199996948","289.4400024414","176.8399963379","16.8299999237","63.362701416"
"2020-05-14","10:17:00","10","201.8399963379","745.3499755859","136.3200073242","444.9299926758","16.2749996185","72.6999969482","286.6430969238","176.6649932861","16.6900005341","65.5550003052"
"2020-05-14","10:34:00","10","201.9499969482","741.4509887695","139.4299926758","441.7149963379","16.3700008392","73.6500015259","285.6400146484","176.8000030518","16.7000007629","63.3300018311"
"2020-05-14","10:56:00","10","202.8600006104","741.5349731445","137.7272949219","442.7099914551","16.6299991608","75.4199981689","289.3599853516","177.0700073242","16.8449993134","64.0899963379"
"2020-05-14","10:57:00","10","202.8399963379","742.0","137.3399963379","442.3243103027","16.5680999756","75.4199981689","288.9800109863","177.2350006104","16.8899993896","64.2399978638"
"2020-05-14","10:30:00","10","201.8526000977","739.3099975586","138.7200012207","442.2499084473","16.3400001526","72.9899978638","284.9502868652","176.0399932861","16.625","63.2299995422"
"2020-05-14","11:55:00","11","203.5489959717","750.5198974609","137.4900054932","435.9899902344","16.6499996185","75.1999969482","290.729888916","178.3300018311","16.761100769","63.9799995422"
"2020-05-14","11:22:00","11","203.5800018311","753.0701293945","138.75","436.25","16.8400001526","76.2099990845","293.2399902344","178.4100036621","16.8999004364","64.7189025879"
"2020-05-14","11:14:00","11","203.8699951172","753.7899780273","140.7145996094","440.4599914551","16.8899993896","75.9800033569","294.2184143066","178.7899932861","16.9599990845","64.8700027466"
"2020-05-14","11:34:00","11","203.75","754.6271972656","137.8623046875","436.9649963379","16.7241001129","75.8349990845","293.1499938965","179.3300018311","16.7999992371","64.2399978638"
"2020-05-14","11:41:00","11","203.3500061035","749.9365844727","137.7425994873","435.5663146973","16.5499992371","75.0899963379","290.8550109863","178.5500030518","16.7049999237","63.8899993896"
"2020-05-14","11:49:00","11","203.4900054932","751.75","137.3200073242","436.4899902344","16.5750007629","75.0999984741","290.575012207","178.5099945068","16.7000007629","64.0999984741"
"2020-05-14","11:59:00","11","202.8500061035","746.071105957","135.8500061035","433.625","16.5249996185","74.7900009155","289.2099914551","177.2200012207","16.6900005341","63.8441009521"
"2020-05-14","11:45:00","11","203.7098999023","753.4400024414","137.6699981689","436.7998962402","16.5750007629","75.1699981689","291.1299133301","179.0299987793","16.7000007629","63.8800010681"
"2020-05-14","11:51:00","11","203.1100006104","749.2650756836","137.4098968506","436.0950012207","16.5599994659","74.9700012207","289.6900024414","178.4900054932","16.6900005341","64.0399017334"
"2020-05-14","11:09:00","11","203.6100006104","751.0","139.4900054932","439.8699951172","16.8250007629","76.4899978638","293.6099853516","178.4100036621","17.0869007111","64.5899963379"
"2020-05-14","11:36:00","11","204.1999969482","754.3400268555","138.1999969482","437.5400085449","16.7549991608","75.8600006104","293.3475952148","179.7200012207","16.8299007416","64.2099990845"
"2020-05-14","11:21:00","11","203.9546051025","756.438293457","139.3800048828","438.2399902344","16.9298992157","76.4300003052","295.8298950195","179.2850036621","16.9599990845","64.9700012207"
"2020-05-14","11:44:00","11","203.6499938965","753.3900146484","137.6399993896","436.6669921875","16.5699996948","75.2699966431","290.2300109863","178.9199981689","16.7099990845","63.8800010681"
"2020-05-14","11:29:00","11","203.2192993164","749.4199829102","138.0500030518","435.8882141113","16.75","75.5500030518","292.1700134277","178.2057037354","16.7700004578","63.9199981689"
"2020-05-14","11:58:00","11","203.0399932861","747.8999023438","136.4228973389","435.0299072266","16.5499992371","74.9000015259","289.4599914551","177.4299926758","16.6800003052","63.8650016785"
"2020-05-14","11:26:00","11","203.1544952393","749.9000244141","138.25","434.1698913574","16.692899704","75.8499984741","291.9100036621","178.0800018311","16.7849998474","64.1699981689"
"2020-05-14","11:31:00","11","203.6999969482","750.9000244141","139.1499938965","436.1499938965","16.7999992371","75.9250030518","293.3500061035","178.4850006104","16.8099994659","64.1200027466"
"2020-05-14","11:35:00","11","203.9649963379","754.4899902344","138.1900024414","437.5","16.7600002289","75.8199996948","293.3999938965","179.4299926758","16.8199996948","64.1500015259"
"2020-05-14","11:15:00","11","204.0700073242","755.4899291992","141.0","440.2699890137","16.8469009399","76.1212005615","294.803314209","178.8150024414","16.9500007629","64.9499969482"
"2020-05-14","11:38:00","11","204.1999969482","753.4400024414","137.9727020264","437.8900146484","16.6650009155","75.7099990845","292.9700012207","179.7550048828","16.7950000763","64.0800018311"
"2020-05-14","11:32:00","11","203.8000030518","751.950012207","139.3500061035","436.2099914551","16.8199996948","76.0500030518","293.4400024414","178.6000061035","16.8099994659","64.3600006104"
"2020-05-14","11:10:00","11","203.6699981689","751.4000244141","139.8099975586","440.25","16.8500003815","76.2398986816","293.200012207","178.5350036621","17.0200004578","64.5"
"2020-05-14","11:56:00","11","203.1699981689","749.200012207","137.1699981689","435.5700073242","16.5799999237","75.0100021362","289.4729919434","177.8899993896","16.7049999237","63.9700012207"
"2020-05-14","11:17:00","11","204.1600036621","756.7800292969","140.8531951904","440.299987793","16.9099998474","76.3600006104","296.0","179.1499938965","17.0200004578","64.9599990845"
"2020-05-14","11:16:00","11","204.2400054932","757.4699707031","140.5794067383","440.6400146484","16.8799991608","76.1900024414","296.25","178.8950042725","17.0200004578","65.0"
"2020-05-14","11:07:00","11","203.8399963379","750.0","139.1000061035","440.3699035645","16.8799991608","76.3109970093","293.9100036621","177.8600006104","17.1499996185","64.9400024414"
"2020-05-14","11:20:00","11","203.9900054932","755.7800292969","139.7666931152","438.4200134277","16.9200000763","76.3499984741","294.9198913574","178.9949951172","16.9650001526","65.0"
"2020-05-14","11:33:00","11","203.4900054932","752.9699707031","138.8200073242","436.0","16.75","75.8399963379","292.4100036621","178.5850067139","16.7759990692","64.3499984741"
"2020-05-14","11:27:00","11","203.1300048828","748.8942260742","138.0099945068","434.9498901367","16.7600002289","75.6299972534","291.9100036621","178.0500030518","16.7800006866","63.8600006104"
"2020-05-14","11:25:00","11","203.25","751.2600097656","138.2899017334","434.1499938965","16.7399997711","75.9499969482","292.7099914551","178.25","16.8281002045","64.3399963379"
"2020-05-14","11:24:00","11","203.2299957275","751.5399780273","138.1900024414","434.1600036621","16.7397994995","76.0899963379","292.2799072266","178.1699981689","16.8400001526","64.1200027466"
"2020-05-14","11:57:00","11","203.1100006104","748.4752197266","136.7550048828","435.2799987793","16.5499992371","74.8700027466","289.6499938965","177.7899932861","16.7000007629","63.9099998474"
"2020-05-14","11:53:00","11","203.4100036621","748.7258300781","137.0200042725","435.9599914551","16.6000003815","75.1930999756","290.2900085449","178.2899932861","16.7350006104","63.8400001526"
"2020-05-14","11:03:00","11","203.1600036621","746.0650024414","139.0","439.3898925781","16.6900005341","75.6500015259","292.3200073242","177.9100036621","17.0550003052","64.6999969482"
"2020-05-14","11:40:00","11","203.4499969482","750.8699951172","138.1499938965","436.5249938965","16.5650005341","75.297996521","291.4399108887","178.8403015137","16.7099990845","63.9700012207"
"2020-05-14","11:18:00","11","204.2400054932","756.7800292969","140.6499938965","440.0400085449","16.9449996948","76.3700027466","296.8562927246","179.4700012207","17.0400009155","64.9700012207"
"2020-05-14","11:01:00","11","202.8300018311","744.4899291992","138.3347930908","438.9299926758","16.6299991608","75.3700027466","290.4190063477","177.1799926758","16.9650001526","64.4400024414"
"2020-05-14","11:48:00","11","203.3699951172","750.8499145508","137.3300018311","436.5700073242","16.5568008423","75.1299972534","289.7650146484","178.5899963379","16.6800003052","63.9000015259"
"2020-05-14","11:23:00","11","203.4199981689","750.6500244141","138.4078063965","434.3699951172","16.7700004578","76.1399993896","292.6400146484","178.3099975586","16.8500003815","64.1699981689"
"2020-05-14","11:39:00","11","203.9799957275","752.1701049805","138.1999969482","437.7250061035","16.6550006866","75.5400009155","292.3699951172","179.6199951172","16.7900009155","64.0"
"2020-05-14","11:19:00","11","204.0299987793","756.1500244141","140.0729064941","439.3380126953","16.9400005341","76.3600006104","295.5650024414","179.1100006104","17.0400009155","64.9343032837"
"2020-05-14","11:06:00","11","203.929901123","749.799987793","139.1000061035","439.8900146484","16.8500003815","75.9000015259","293.450012207","177.5700073242","17.1299991608","65.0"
"2020-05-14","11:00:00","11","202.9700012207","743.778503418","137.9199981689","440.5299987793","16.6100006104","75.4400024414","290.4899902344","177.1300048828","16.9479999542","64.4000015259"
"2020-05-14","11:12:00","11","203.5249938965","751.9699707031","140.0","439.9400024414","16.8349990845","75.8000030518","292.9899902344","178.8999938965","16.9599990845","64.4700012207"
"2020-05-14","11:13:00","11","203.8000030518","753.8400268555","140.3000030518","440.0599975586","16.8899993896","75.9899978638","294.4198913574","178.6100006104","16.9799995422","64.7699966431"
"2020-05-14","11:42:00","11","203.1651000977","750.9998779297","137.3365936279","436.2300109863","16.5321006775","74.8899993896","290.2099914551","178.5","16.7000007629","63.9000015259"
"2020-05-14","11:47:00","11","203.3899993896","750.7971801758","137.771697998","436.5299987793","16.5650005341","75.1800003052","290.6099853516","178.8000030518","16.6800003052","63.8800010681"
"2020-05-14","11:30:00","11","203.5003967285","749.9598999023","138.7200012207","435.8599853516","16.7900009155","75.9300003052","293.0249938965","178.3300018311","16.7900009155","64.1200027466"
"2020-05-14","11:46:00","11","203.6100006104","751.0949707031","137.8298950195","436.6799926758","16.5900001526","75.1913986206","290.9700012207","178.862701416","16.6949996948","63.7499008179"
"2020-05-14","11:02:00","11","203.0","745.8099975586","138.5","439.1099853516","16.6699008942","75.6699981689","291.7973937988","177.5","17.0","64.6492004395"
"2020-05-14","11:50:00","11","203.3500061035","749.2399902344","137.1999969482","436.1499938965","16.5349998474","75.0599975586","289.700012207","178.2799987793","16.6900005341","64.0800018311"
"2020-05-14","11:43:00","11","203.5299987793","752.0","137.6835021973","435.8999938965","16.5750007629","75.2300033569","290.875","178.9550018311","16.7199993134","63.9399986267"
"2020-05-14","11:28:00","11","203.1399993896","750.669921875","137.6799926758","435.1199951172","16.7397994995","75.5699996948","291.8699951172","178.1999969482","16.7700004578","64.1200027466"
"2020-05-14","11:52:00","11","203.2400054932","748.2913818359","136.9353027344","435.7699890137","16.5499992371","74.9499969482","289.8099975586","178.2550048828","16.6949996948","63.8800010681"
"2020-05-14","11:04:00","11","203.1399993896","746.799987793","138.8999938965","438.8900146484","16.6977005005","75.6100006104","291.7583007812","177.7799072266","17.0550003052","64.8600006104"
"2020-05-14","11:11:00","11","203.6699981689","752.9899902344","139.9900054932","440.246307373","16.8600006104","75.9303970337","293.6300048828","178.8000030518","16.9899997711","64.4803009033"
"2020-05-14","11:05:00","11","203.5249938965","747.2199707031","138.8199005127","438.8999023438","16.7900009155","75.8499984741","291.9999084473","177.3999938965","17.1000003815","65.0"
"2020-05-14","11:54:00","11","203.675994873","750.7598876953","137.4785003662","436.0950927734","16.6450004578","75.2798995972","290.9898986816","178.5","16.7719993591","63.9000015259"
"2020-05-14","11:08:00","11","203.8399963379","750.3800048828","139.1822967529","440.1900024414","16.8600006104","76.4599990845","294.1799926758","177.9400024414","17.1350002289","64.9499969482"
"2020-05-14","11:37:00","11","204.2700042725","754.0","138.1672973633","437.6499938965","16.75","75.8199996948","293.2300109863","179.8899993896","16.8299999237","64.1399993896"
"2020-05-14","12:02:00","12","202.8600006104","744.4149780273","136.0599975586","434.8949890137","16.5650005341","74.8899993896","289.4437866211","177.1849975586","16.6900005341","63.1599998474"
"2020-05-14","12:14:00","12","202.9700012207","745.9400024414","136.4499969482","435.8500061035","16.6599998474","75.5100021362","289.3900146484","176.7599945068","16.7099990845","62.9749984741"
"2020-05-14","12:05:00","12","202.9149932861","746.25","136.4750061035","435.7799987793","16.6599998474","75.1399993896","289.8699951172","177.1199951172","16.7000007629","63.1744995117"
"2020-05-14","12:35:00","12","203.9100036621","747.7800292969","136.9199981689","438.5450134277","16.7999992371","75.5495986938","291.9996032715","177.3899993896","16.7049999237","63.8300018311"
"2020-05-14","12:01:00","12","203.0500030518","745.1300048828","136.1100006104","434.7900085449","16.5674991608","74.9960021973","289.950012207","177.4250030518","16.7000007629","63.2900009155"
"2020-05-14","12:24:00","12","203.7899017334","749.5","137.5482940674","438.049987793","16.7700004578","75.2462005615","291.4179992676","177.3399963379","16.7549991608","63.8600006104"
"2020-05-14","12:17:00","12","203.1450042725","745.1281738281","136.5500030518","435.5799865723","16.6599998474","75.0699996948","290.5199890137","176.4649963379","16.7099990845","63.0"
"2020-05-14","12:54:00","12","204.8486938477","753.5","137.5500030518","439.9400024414","17.0","76.6500015259","293.2699890137",,"16.9200000763","64.8799972534"
"2020-05-14","12:40:00","12","203.7700042725","747.7760009766","137.0099945068","438.4899902344","16.8700008392","75.7799987793","291.5400085449","177.5700073242","16.75","64.25"
"2020-05-14","12:44:00","12","203.6000061035","748.6300048828","136.4900054932","438.2099914551","16.8549995422","75.9899978638","292.2900085449","178.3000030518","16.8379993439","64.1500015259"
"2020-05-14","12:21:00","12","203.6199951172","749.3200073242","137.2400054932","437.25","16.7099990845","75.2399978638","291.6499938965","177.5099945068","16.7600002289","63.6300010681"
"2020-05-14","12:13:00","12","202.9949951172","746.0650024414","136.3798980713","435.8500061035","16.6765003204","75.6100006104","289.5650024414","177.0700073242","16.7099990845","63.1636009216"
"2020-05-14","12:55:00","12","204.9700012207","753.8800048828","137.6804046631","440.2799987793","17.0300006866","76.6399993896","293.4299926758","178.9100036621","16.9599990845","64.8600006104"
"2020-05-14","12:51:00","12","204.3600006104","751.2011108398","136.8699951172","438.6499938965","16.8899993896","76.1750030518","292.2600097656","178.4799957275","16.8281002045","64.0699996948"
"2020-05-14","12:27:00","12","203.5299987793","748.4580078125","136.8000030518","437.8403015137","16.7399997711","75.0800018311","290.5799865723",,"16.7250003815","64.1099014282"
"2020-05-14","12:47:00","12","203.7899932861","749.1199951172","136.1750030518","437.5683898926","16.8250007629","76.1800003052","291.9100036621","177.9299926758","16.8050003052","64.0199966431"
